"","V1","V2","V3","V4","V5","V6","V7"
"28","S","0.228453752882548","-0.0419863666171737","-0.0434071228793946","-0.00896156387908155","0.638367816795448","0.049605292069274"
"29","S","0.250717583195055","-0.12041862469453","-0.091550376734914","0.0134246636505332","0.672106420830797","0.0563022271340048"
"30","S","0.259001830942437","0.0586908780232432","0.0917920580916248","0.0585752771296058","0.665848300127126","0.0535824697118799"
"31","S","0.379817764194079","-0.0388403913647167","0.0864640777174634","-0.0711765762879121","0.659781245940343","0.0733213977860655"
"32","S","0.235119121391365","-0.0274345733948517","0.0478842862242982","-0.00425955496973088","0.68281674977918","-0.00812015956015372"
"33","S","0.276727504652481","0.0210500198426399","0.0899093484753215","-0.0172344209281892","0.664126720121221","0.133319928806998"
"34","S","0.27665710491203","-0.000802165863095974","-0.0340268462807136","0.067614227412335","0.632940976936098","0.137726207900179"
"35","S","0.234813446987101","-0.0188798217751559","-0.0626387760355582","-0.0288342612063241","0.67487177181047","0.0524755425386318"
"36","S","0.217863254208201","0.0207567627221279","0.0504542015166267","0.0257909329170739","0.633331578681851","-0.00717537185513852"
"37","S","0.182004936429986","0.0037347904877374","-0.0561875467837352","0.0198749412644837","0.665986565746836","0.108066751607295"
"38","S","0.305308757956917","0.0388095023741097","0.0146502398992534","-0.0882177890167345","0.689165419449506","0.0535644242240274"
"39","S","0.192334349627799","0.0491995150909461","-0.0131883914091518","0.062995807980971","0.687777277104512","0.0196307235318472"
"40","S","0.220169731467837","-0.0702184790620457","0.0110618814612221","-0.0218886559439564","0.716906796023618","0.193937590123009"
"41","S","0.218636806930507","0.00234648714049795","-0.0462092752964732","-0.0634936113904007","0.685345517285496","0.0833927940386066"
"42","S","0.321959265061514","0.0445778682734228","-0.0188580778833681","0.0690806209625415","0.677584138978179","0.0452020447811517"
"43","S","0.275598461562709","-0.00699869125070262","-0.0559308088420006","-0.0198176140470829","0.688421231966156","0.0722627779291319"
"44","S","0.248940106051208","-0.0742076406677221","0.000634512770496298","-0.021440687372347","0.675002920681905","0.0104720410088103"
"45","S","0.29983018394444","-0.0111459378453601","0.0761440278283829","0.0738374615410183","0.664456964506261","0.113323040237956"
"46","S","0.317949275290468","-0.00555262010084194","-0.0238499508102931","0.177934328429548","0.646683238789207","0.155135010914465"
"47","S","0.252008292367612","0.0880476653070739","0.091868195828833","0.121018143376955","0.65241098686377","0.0968581680383771"
"48","S","0.280491135410994","0.0809427648231073","0.0469114390462151","-0.0349665289984652","0.65837230091018","0.0362194813737213"
"49","S","0.277327592500346","0.0236147573467117","0.0556416982721674","-0.0128225081773789","0.673023126455227","0.0691214211653368"
"50","S","0.225278251864043","-0.0107020901007364","0.021758037482386","-0.0412935896611371","0.654983359864306","-0.00840149553469486"
"51","S","0.221119179810838","-0.0391581101700499","-0.0360781337982096","-0.018596434891769","0.662027360379044","0.0201366438789402"
"52","S","0.21972100694895","-0.103623871670029","0.0417000190434071","-0.0542196159558679","0.652736027466739","0.145132943192857"
"53","S","0.249457058479906","0.0548129899527752","0.0466642499132754","-0.107755328839257","0.640502357898529","0.137735413301115"
"54","S","0.309674874748646","0.00205600821651575","-0.020278935204257","-0.012611381699624","0.674364059837348","-0.0157479073176057"
"55","S","0.269610018399472","-0.0282192451624741","-0.0184978720352494","0.00120815065645925","0.683166814886764","0.0158635582553296"
"56","S","0.246267966134105","-0.0248134606946088","0.0305297671552757","0.0225195764281801","0.65891184130649","0.077903542876352"
"57","S","0.294247446739049","-0.0771817560154378","0.0524567887844218","-0.0223762623495976","0.690297644452907","0.0983742044378617"
"58","S","0.212310885653292","-0.0414216753081435","-0.0587545963636644","-0.107247433304555","0.659958980246976","0.0993483595034992"
"59","S","0.205561509850231","0.000721296744366149","-0.086139032587637","-0.000497937352507678","0.676484708085764","0.0328275051943329"
"60","S","0.276874657037859","-0.0619308627417038","-0.000954703750314146","0.0458063284849159","0.649656258499873","0.0817954564421381"
"61","S","0.25639809281267","0.0215754182449773","0.0379234331244811","-0.00676584733160978","0.65510478003813","0.0507227566365791"
"62","S","0.291715900878851","-0.0411468963113954","-0.108122028686847","0.0488243607516926","0.685784670735226","0.0717502195012357"
"63","S","0.214300206403974","-0.0497901864771273","0.0201419185792458","0.117730723929886","0.679333932629655","-0.0243590482745974"
"64","S","0.303414692020718","0.0155093876339636","-0.0817896275538685","0.0930272578241442","0.65722822274979","0.0946775448049591"
"65","S","0.204387202706955","-0.0108112467176804","0.0879026381268826","0.0180261327994597","0.676207985905033","0.0945867836559123"
"66","S","0.256343448811446","-0.117248356541995","0.0148005297921741","-0.00816739101547204","0.670316875145984","0.0745980424227031"
"67","S","0.246013985476061","0.0600435881873672","-0.0334766572027348","0.0338429714337203","0.667802437862561","0.081840561742028"
"68","S","0.289347124467046","-0.0309225344900259","-0.0073840439788103","-0.11283525852062","0.659139435897022","0.0151209431087449"
"69","S","0.335722399224914","-0.0727969289157736","-0.0418657416013685","0.0908787817423675","0.653915848578508","0.0561467473090403"
"70","S","0.268956727882884","-0.11853113208921","0.0137386998341212","-0.0670453822318915","0.675036714757392","-0.00959541637386505"
"71","S","0.180788086695441","0.11080574935461","0.0193153824084876","-0.0301922702169861","0.688072977151798","-0.000770962122088791"
"72","S","0.275303822851723","0.00746135326100162","0.00423486501379375","-0.0294655766581006","0.64686542078486","0.0814493737762044"
"73","S","0.225016427824853","0.0149984943985631","-0.0235544008759807","0.0882865258258819","0.676869162026808","0.123436602524724"
"74","S","0.269948550511822","-0.000560761300194299","-0.0671553942151331","-0.0302503522980951","0.681042939131755","0.0233532355163731"
"75","S","0.289197163871698","-0.0462968289119159","-0.0195864043990883","0.0132352375708945","0.653703333692688","0.036597475293469"
"76","S","0.28424737787661","0.0360148439020987","-0.00979795610653222","-0.00475898728353262","0.690321287275699","0.0836074064961101"
"77","S","0.229607689148208","-0.100225608056996","0.054894524753807","0.0892737397842821","0.70172359012235","0.0896427165023648"
"78","S","0.285213819959465","0.00764368029751073","-0.0495172768201647","0.0177045278752793","0.666326670086295","0.0252131299983613"
"79","S","0.26011598538081","0.0217620384788498","-0.0164624296162892","-0.0486627736918325","0.681257323029796","0.119387961861279"
"80","S","0.211053704567408","-0.0161342413030111","-0.00634602136277156","0.103930442068728","0.688720731946981","0.145006003391729"
"81","S","0.258580821986309","-0.112613205588178","0.0291200129588213","-0.0514186559735125","0.681177019207991","0.0295918914533748"
"82","S","0.304271359773023","0.0480449343757718","0.0115948125661097","-0.0610521291650488","0.661083278886583","0.0500833641753155"
"83","S","0.248857138844246","-0.0195127253821373","-0.037687504116623","0.0596968080930659","0.686052082397072","0.0497468122070308"
"84","S","0.226980195130985","-0.0459474522137389","0.020717106850394","0.0400257595740098","0.695086479638419","0.0459996350048474"
"85","S","0.272069711943704","-0.0433001452105804","-0.0532347525575381","0.023636960897794","0.652427419794666","0.0567341320172374"
"86","S","0.228570548660173","-0.0401762426457626","0.0741583806603442","0.0771125982182135","0.684570060545998","0.0595137466318357"
"87","S","0.296350739074049","0.0356348427474572","0.0726604257925255","-0.0924497742117876","0.671276189933995","0.0554307573037323"
"88","S","0.250741244100374","0.0702691552461488","0.0657144106836802","0.0105959116649654","0.67233748051255","0.143371261712703"
"89","S","0.225781993582597","0.0529181475210365","-0.0509401322596557","-0.00936424317674146","0.67365260837004","0.103420717548885"
"90","S","0.294880957366124","-0.0199471857289426","0.123999077933127","0.104882392845266","0.663189710536231","0.0686557098370909"
"91","S","0.288172242598546","0.0709406232122274","0.00279312992298907","0.0187872336558015","0.696285709030793","0.0612098481722032"
"92","S","0.296287766304767","-0.0905101984968655","0.0208045166972847","-0.0294341051916255","0.690267501017266","-0.0347878023953871"
"93","S","0.193003383648668","0.0405616676501314","0.0461027669061128","-0.0110672456803451","0.682600038227289","0.0733037079922473"
"94","S","0.270282012889319","-0.0200812952257753","-0.00247378296797897","-0.0503865106220802","0.693513563799947","0.044902497657874"
"95","S","0.292444305152032","-0.0444307774425756","0.011215538156864","0.0149684580066634","0.680142915775426","0.0553117279199533"
"96","S","0.257794324827986","0.0224941714160221","0.0244736569285135","-0.00489121517097441","0.672956280415672","0.0418988403543196"
"97","S","0.223584749430009","0.039151272160889","-0.0193376107927132","-0.10713124228034","0.648813497834022","0.136991306110441"
"98","S","0.237130533966083","0.0151088654666033","0.0438149901327754","-0.0676328629511115","0.694175449999481","0.0582890534009397"
"99","S","0.271460349603801","0.0478672056454879","0.0971491363486809","-0.00566213622352206","0.679498188871122","0.0322704884075511"
"100","S","0.207171438812255","0.092986629253419","-0.0253348098596321","0.077552591882579","0.654948011863565","0.0764786513459929"
"101","S","0.295389334360535","0.00557747860991728","-0.0589807479716931","-0.0215977347155628","0.662502890840375","0.0242139197600492"
"102","S","0.226884861056873","-0.07906680657075","-0.00369597907835554","-0.124401227100889","0.645861903848853","0.065025167951859"
"103","S","0.28151959880236","0.0378969960598592","-0.0110385004450189","0.00914464801237309","0.653217378854985","0.067892375989602"
"104","S","0.299870578970491","-0.00639645531028373","-0.000997849810808388","-0.0859590870602282","0.677835486749623","0.0406208916726754"
"105","S","0.313058004148159","0.0191113309046976","-0.0799889305915075","0.0791345778152745","0.665542524396261","0.0470563429189151"
"106","S","0.290026758204731","-0.0492511936915945","0.0394558915351022","0.0185163523522652","0.675160362684699","0.0106884500874133"
"107","S","0.24183213817832","0.00842994619846065","-0.0232184094839204","-0.0260376675719571","0.70463295586546","0.121379631781663"
"108","S","0.270695504913799","-0.0207505498887027","0.0421702701666767","-0.0111027367942395","0.681560609941399","0.0229623724987623"
"109","S","0.238541853495465","-0.00679527554317679","0.000943337741506492","-0.083511779237412","0.681993776481085","0.152730363995719"
"110","S","0.277725838121164","-0.0512181530500161","0.0895821280554989","-0.0450547291858654","0.67549614633603","0.0871499398287277"
"111","S","0.180426187629078","0.00046978033239627","0.0206633115313494","0.00905824217787913","0.669901399239948","0.073385499996758"
"112","S","0.271973877039972","-0.0690851994585449","0.0933325131126709","-0.0487560973240763","0.664038671349015","0.108697250757265"
"113","S","0.298771067940191","0.0420604456853679","-0.000893558619726258","-0.0218806518735906","0.678911269139738","0.178299180949086"
"114","S","0.308933022353678","0.0774625018051375","0.00405245824499449","-0.000245982429035063","0.638963471367096","0.122580879063516"
"115","S","0.168004976911073","0.0598692984413134","-0.0497863033092921","-0.138602091262978","0.666320617419029","0.0156522834597066"
"116","S","0.219369074414888","0.0357109184805949","-0.0442253473456471","0.0125606870358951","0.681790252129124","0.0341146609620543"
"117","S","0.227275987355928","0.00317174331587143","0.00504263858856681","0.0493499511432219","0.650884900251231","0.0125398116262559"
"118","S","0.268159545214252","0.0752377505832963","0.0639269612644252","-0.030512995534533","0.672696593850347","-0.0334593174644902"
"119","S","0.28305582718305","0.0969455223275992","0.0110571044123049","0.00331250628996705","0.663363915775422","-0.0509370133810546"
"120","S","0.246535002409984","-0.0831966148658129","-0.0293553778054204","0.0496145076717471","0.667223529169634","0.000585841580677502"
"121","S","0.266886757325497","-0.00369101113911235","-0.0786302221567623","-0.0634456566824882","0.67599667631154","-0.0277909440379473"
"122","S","0.30372156944051","0.032329665138879","0.0774223186717258","0.0233968841877112","0.685666726621435","0.00813144079924825"
"123","S","0.248217531553614","0.0254340135424305","0.00771153557567865","-0.0508986476634291","0.67186379529936","0.0414735829551533"
"124","S","0.222386591623304","0.0657492184572077","0.0425964502228428","0.0342512332868927","0.68631192190553","0.0765430537715335"
"125","S","0.285385414018265","0.0645399492445398","0.00447477512982487","0.0139841107299986","0.679749231837383","0.0966518263896654"
"126","S","0.302959455429453","-0.0102204921935953","0.0687162177774807","0.05039167019475","0.671920119203229","0.0247589024044938"
"127","S","0.267512298808795","-0.097127838498534","-0.0229094310659139","-0.0602419375410226","0.669797978642932","0.0440571581238455"
"128","S","0.224291928822414","-0.0177196701954468","-0.0343807515234307","0.0340803013789759","0.680002369045833","0.174505720529277"
"129","S","0.227438735060318","0.0270405769805442","-0.0349256624372861","0.0744352420418448","0.664944107113406","-0.0542404712237378"
"130","S","0.211480683608407","-0.106640464176786","0.0537210724984114","0.0271277471502691","0.666692835990354","0.0329278908366021"
"131","S","0.181011308329556","-0.0451322688464459","-0.0405416398348317","-0.0358719985854985","0.677031229372214","0.0702567794730505"
"132","S","0.24858736584906","-0.0204360237713178","0.0299489017382109","0.0384652176216614","0.656197738826128","0.0356216839400199"
"133","S","0.191381819919051","-0.00804834677321509","0.00499002167670335","-0.0307668434702972","0.703808271900703","-0.00320511760564396"
"134","S","0.26277638846406","-0.0108089980876954","-0.013440927785153","0.0564591186801139","0.663589764904024","0.0249733591608572"
"135","S","0.251770741619347","0.0510201981563932","0.0323829684762067","0.0193237765175058","0.659410268645548","0.128568983228225"
"136","S","0.326294986375981","-0.0148243059573231","-0.0560032275555382","0.00506395199406529","0.692132515476188","0.0590787692654509"
"137","S","0.288076434450625","-0.0356593504024694","0.0286658565445716","-0.0142685360030336","0.671140654589047","0.012685105058336"
"138","S","0.220313693348793","0.0433594028864817","-0.0354432392144535","-0.0302573658087343","0.676187270542138","-0.0643440032268069"
"139","S","0.282223455886169","0.108862199863415","0.0380199718853777","0.0573890512676516","0.702451818256249","0.0932157065248073"
"140","S","0.265701709272431","-0.0260924535036167","-0.0182341340745982","-0.0316150697549175","0.658837579825242","0.0762580931985607"
"141","S","0.256626149075371","0.0526894384764344","0.0275709809931167","-0.0707095908366455","0.633287839180105","0.0633254138709013"
"142","S","0.284679049274539","0.0649946617704239","0.00863278960479469","0.0295961049828252","0.682138096542707","0.0938322950170737"
"143","S","0.313915360307302","-0.0600931769533813","0.0526447582985517","-0.066763560399545","0.701582074575753","-0.0284773161684847"
"144","S","0.237642276301205","0.0498263991264724","0.0603870952653586","-0.00783915818910107","0.673758357028781","0.0777432377078392"
"145","S","0.238125499531168","0.0226061056487258","0.0141447709145466","0.0796729012046596","0.672055029884242","0.0387249893043635"
"146","S","0.374372664510783","0.00937112822538652","0.00850872555657777","0.0678265451007749","0.66659346899642","0.116919310890129"
"147","S","0.255342226395727","-0.111330898024393","-0.0132783533321865","-0.0265123884346892","0.648312012001826","0.107904652007675"
"148","S","0.279007139894014","0.0229935823067282","-0.046514394841352","-0.00256008472383383","0.683065803079626","0.0615316756565013"
"149","S","0.271853918045142","0.0177530836583348","-0.0271823828087969","-0.0172370377434261","0.690700373455695","-0.0520570309537944"
"150","S","0.279370894194737","0.0474699471014204","-0.101570554887086","0.0376958622593244","0.679173799962926","0.102900356147416"
"151","S","0.303192809605642","-0.065398742785586","-0.0833881619447155","-0.0397235610402618","0.657570284230479","0.0950161829813384"
"152","S","0.309776672171393","-0.00656571527331527","0.0448052434339861","-0.0256601783796895","0.647134764131677","-0.0137212737626628"
"153","S","0.359670026820053","-0.0546956939576543","0.0275134559834648","0.0467733386068519","0.667703365669515","-0.0131183458863657"
"154","S","0.26935228660642","0.0662789816606872","-0.0595268925179015","-0.0581775706569566","0.682291284405033","-0.00786388532889833"
"155","S","0.226020282975213","0.0890207167775627","-0.00387562217384966","0.0997583396807328","0.642744902687014","0.115884402738856"
"156","S","0.180589735482452","0.0427287686839406","0.0236590790668888","-0.00311450022239878","0.647602279856511","0.0389834135293183"
"157","S","0.248032190336762","0.0302415739643618","-0.0692686307697342","0.0135669144820763","0.687674291900168","0.0772250076603801"
"158","S","0.284437019562435","-0.0426477356860013","-0.0683621444965967","-0.00252099911776407","0.706836488185459","0.0810599914579149"
"159","S","0.322239348501633","-0.0384350933164553","0.0357718794250589","0.00745712602575827","0.66532262114352","0.0418175889255933"
"160","S","0.209436511632375","-0.0198178633346517","0.0457695806671952","-0.044095908044396","0.650013714362289","0.0342027006347527"
"161","S","0.317176979674798","-0.00584725561107256","0.00354245507379894","-0.00797042519175708","0.650684844887063","0.0506831822764944"
"162","S","0.287349537326477","-0.0581778990529125","-0.0645451908903676","-0.00783124386190579","0.654923727379979","0.0350796954209601"
"163","S","0.304967412839557","0.0420175796181723","-0.0777050837325063","-0.0707905013090275","0.682172094141173","0.0215728548512601"
"164","S","0.245315076569082","-0.133696549595832","0.0400539946140368","0.0689707536143471","0.649699557181208","0.000772244677387652"
"165","S","0.318679501681976","0.0120230782141144","0.0616425230856637","0.00113210749913334","0.635392994550631","-0.0451845569509603"
"166","S","0.281091419495155","0.0799809787976788","0.0207696000766776","0.0519470786288782","0.650881306981775","0.100761455958755"
"167","S","0.265496419459352","0.0109025959830059","-0.0963707078648208","0.0127001522483028","0.642732569520233","0.029340560344659"
"168","S","0.341792282696956","-0.0853821493052844","-0.00257052696668322","0.00393133076717912","0.712420761988316","0.0547048255617434"
"169","S","0.239121794197702","0.0197798021018977","-0.00683324345031118","0.0509631873760738","0.671097516636386","0.00891844310540259"
"170","S","0.26382714178241","0.0113596980310862","0.0755635886143615","-0.0802312833474137","0.684504140183053","0.0895310120225506"
"171","S","0.253824121472809","0.0427376444722502","0.0818075516717128","0.0475480069507593","0.675810663123759","0.0058629928146713"
"172","S","0.286989790460334","0.014555003968018","0.0437073326508899","0.0465196406567623","0.669192191300936","0.176077845517824"
"173","S","0.207687393575276","-0.0614088512353348","0.0116327467344454","0.00294779087455903","0.671139142120084","0.0213094481302181"
"174","S","0.233754503309887","0.0672343237880027","-0.0293087621026705","0.0972181037237844","0.663168807310685","0.11711508528324"
"175","S","0.296408568159902","-0.101488431237692","0.0310270074107904","0.0378934588992316","0.661930331523274","0.0658816808448355"
"176","S","0.195362207463263","-0.0131677715587306","0.0721901921399713","0.0433123821347713","0.673438767200341","0.0509682293226829"
"177","S","0.234990025746431","-0.0919858253269614","0.0257850880394359","0.077412092721985","0.651859820346855","0.105809373890992"
"178","S","0.274445783476034","-0.0295028560498763","0.0660577700411379","-0.0855738294812357","0.650008548021776","0.143226701586254"
"179","S","0.292576436728833","0.034257874856195","0.0543461205852413","-0.0215251347136047","0.650057916217882","0.10673411201382"
"180","S","0.214712773583984","-0.0283758185435453","0.0390576446027173","0.0608156756565968","0.69556997939698","0.0546815016323644"
"181","S","0.217595929456918","-0.0169736907495922","0.0552088194489147","-0.00224150746348522","0.698279737191061","0.0793822640385754"
"182","S","0.221357370212723","-0.0351771844169095","0.0204890262762263","-0.00831734304193154","0.675451202804922","0.0332573900455432"
"183","S","0.30517742642744","-0.0318532309317252","0.0319302831908245","-0.0201497726299835","0.686550943744184","0.0837132186736085"
"184","S","0.266707048890095","0.0132421707027194","0.00883031937352466","-0.0617747777091646","0.680618370456033","0.15748876451502"
"185","S","0.292477904424594","-0.0664057429562915","0.000153930091194372","-0.0223427413055558","0.6907208806634","0.0542812290886072"
"186","S","0.275057706131427","-0.0253655420449422","-0.0314900595018071","0.0158759026648328","0.711168263435116","0.0967515255031597"
"187","S","0.242965918555333","-0.0949350112229025","0.0215077779345796","0.0392446066380691","0.669263914583584","0.0556177460502554"
"188","S","0.259919003434745","0.0208434065821229","0.00448180894528116","-0.0405645970099286","0.650415611633512","0.0705038542847353"
"189","S","0.30282686838955","0.0192397251609521","-0.0262655415042701","-0.0612997370268199","0.657699715539827","0.0494891425247758"
"190","S","0.273228147169442","0.155728281006167","0.0344732665754135","0.0116038188008228","0.680884093680659","0.0691580240300616"
"191","S","0.246920603082659","0.128360938952124","0.016461900094738","0.07003115085743","0.696337854901507","0.0758498661612481"
"192","S","0.244088003803955","0.0211278988598067","0.0476525378512614","-0.106760643137941","0.69301385905938","0.112675742363388"
"193","S","0.276532093267278","-0.0119421506635224","0.024615514984729","0.0757536654534509","0.685066322137128","0.0376262324930864"
"194","S","0.224404998378959","-0.0252943079614495","0.0832598216114897","-0.00694636601953571","0.642739565570909","0.00386619661598201"
"195","S","0.222806076841857","0.0563757592760827","0.0484391968972932","-0.0452395121062599","0.660414327247598","-0.00116042069568051"
"196","S","0.320565441519953","0.0407048546880271","-0.0165894694614135","0.00580000705257323","0.682457294749251","0.037057294928312"
"197","S","0.213062214745795","0.0246712449981033","0.0293735899639785","-0.0220146287286644","0.670438113064482","-0.0410856215325144"
"198","S","0.329562161786607","-0.0720393375789286","-0.0263891084773524","-0.0249874448220601","0.671703882131402","0.0313201254837526"
"199","S","0.231734202437703","0.0248545606646103","0.105698373453533","-0.0867962803340274","0.683389476591616","0.0413336653686601"
"200","S","0.250861952100364","-0.0520396916221071","0.0162349094866529","0.0227016115149447","0.662646743478769","0.0197753377690433"
"201","S","0.281557781176916","0.0281925794074111","-0.00919068658858744","-0.0434035734108634","0.678096054009403","-0.00478655082559775"
"202","S","0.318075120747276","0.0689727194223081","-0.0590520243673859","0.0575271161743869","0.659201844180095","0.0197882971055828"
"203","S","0.190438768630742","0.0901480833098222","-0.0141208975944637","-0.106167287258788","0.654827372591306","0.157543651730862"
"204","S","0.176641101607609","-0.0287937484664035","0.0664388374601238","-0.051366659097073","0.722217701922186","-0.0236447190944155"
"205","S","0.255600111210181","0.0196934098604203","0.00788735172101397","-0.025152817046472","0.67823251634874","0.110769042055189"
"206","S","0.167589426948755","0.0170774988965612","0.00884191380119178","0.00467911832447393","0.660386041643703","0.074023741882272"
"207","S","0.259239417451957","-0.0456594680273733","0.0419470616810004","-0.01848021592719","0.671645011160086","0.0306522278613084"
"208","S","0.245020072155128","0.0107466484828895","0.0673539065754982","-0.000362757043869128","0.664028531069097","0.164912301353771"
"209","S","0.247099328138534","-0.0182632326137529","0.00144801995249753","0.0667524194059658","0.671219492818587","0.0346362845149545"
"210","S","0.29182130355531","0.0103017433974773","0.0355789906139023","-0.00855073814718377","0.640786713086858","-0.0645560067895741"
"211","S","0.276735101388057","-0.0410796576809438","0.0130900645507084","0.0787383456800758","0.65318718179762","0.062489335472678"
"212","S","0.3048229624562","-0.076529558083184","-0.00601844337736125","-0.0796167800490922","0.664823015480194","0.150628709902954"
"213","S","0.242699921688861","-0.0150579051282578","0.0129498234499635","-0.0221792465903699","0.656983207009771","0.0137503122221254"
"214","S","0.209841384338187","-0.0469425933215283","0.000408260559950531","-0.0322957597193804","0.668591753516251","0.0999038797019698"
"215","S","0.274410119279937","0.10308114198158","-0.0642084805268867","0.0361424809785967","0.680204874026841","0.111440992114666"
"216","S","0.283036879055971","0.0325301711074248","0.0832893210012245","-0.000389450352975508","0.688005252106459","0.05600521651087"
"217","S","0.17671200031695","0.043713894386327","0.0288816630180738","-0.0314138089888951","0.698205011856425","0.0750702428195253"
"218","S","0.204393786833656","-0.0452303347580717","0.0349530834293604","-0.0319118701126864","0.631001330265848","0.0158450423037385"
"219","S","0.319716614167388","0.0963609639169129","0.000789550753891278","-0.0486884619638178","0.676123898775852","0.00266294901545093"
"220","S","0.269250905135878","0.0655089112349894","-0.0304483806936796","-0.0563129946129947","0.670107083321193","0.0798598394529806"
"221","S","0.273446888701014","-0.00466223414460508","-0.047226743912231","-0.00638209903068779","0.677744176071757","0.153997271873536"
"222","S","0.266104364612165","0.0579417162144442","0.0325642541968385","-0.0628235381545599","0.701229922996913","0.0931226878052625"
"223","S","0.266651069979195","-0.0141446277834937","0.0693784342306153","0.0441850902012403","0.667688496355756","0.125583558961144"
"224","S","0.326515576733889","-0.0408892990566956","0.155163908730781","-0.0228918500976513","0.671868113706684","-0.00151380070875653"
"225","S","0.251051961969639","0.0558046667791453","0.0631275752079","-0.00802883352011124","0.660725308075338","0.126242608571033"
"226","S","0.204952687302024","-0.0842146848623871","0.0207837274173703","-0.0439865255875023","0.655963349756216","0.122711732376225"
"227","S","0.277117043363958","0.0952063781232354","-0.0150292820782697","-0.0431160213991901","0.707700605264493","0.0402669037752953"
"228","S","0.287853979941971","0.0061465387400499","-0.0620382932031692","0.0400588188347381","0.672951979334232","0.0457623695362309"
"229","S","0.256146383906446","0.0142179368468033","-0.0146989759092619","0.0383472335355783","0.676444083296622","0.0369783627462649"
"230","S","0.279447374478816","0.014578702841783","-0.0131653525357747","-0.0661419724696913","0.664635134934424","0.0998968678203192"
"231","S","0.279957413914451","-0.0403096253379098","0.0103372339180718","0.0280412042929955","0.656804081053646","0.101073121552628"
"232","S","0.183899594190218","0.0257184778133995","-0.0966433370807811","0.00602763004796778","0.655604240291387","0.0661703647109537"
"233","S","0.279264562696061","0.0276982109036116","-0.0379935917503922","0.0651419720315318","0.678561164753939","0.107185196471379"
"234","S","0.248241925710202","0.0139626858517739","-0.0122967364642455","0.00364701365789499","0.663989697431903","0.0356298985315696"
"235","S","0.303953247653293","-0.0125319442192059","-0.0830623045568946","0.0221782142030345","0.721691570297617","0.227066816970705"
"236","S","0.227792293864576","0.00317056076079818","0.0530239179861919","-0.0210986539614208","0.666731142163823","0.0637482200636179"
